customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00232,Female,0,Yes,Yes,53,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),71.46,3867.58,No
CUST-00233,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),37.55,1936.16,No
CUST-00234,Female,0,No,Yes,2,Yes,No,DSL,One year,No,Credit card (automatic),34.62,147.08,No
CUST-00235,Female,0,Yes,No,40,No,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,109.65,4375.98,Yes
CUST-00236,Female,1,No,No,5,Yes,Yes,No,Two year,Yes,Electronic check,50.78,165.55,No
CUST-00237,Female,0,Yes,No,24,Yes,No,DSL,Month-to-month,Yes,Electronic check,55.21,1368.08,No
CUST-00238,Female,0,Yes,No,12,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,93.98,1037.57,Yes
CUST-00239,Male,1,Yes,No,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),51.88,371.67,Yes
CUST-00240,Female,1,Yes,Yes,20,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,113.21,2311.97,Yes
CUST-00241,Female,0,No,No,67,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),91.79,6166.14,Yes
CUST-00242,Male,0,No,No,24,Yes,No,DSL,One year,Yes,Bank transfer (automatic),77.74,1979.67,No
CUST-00243,Female,0,No,No,67,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),106.09,7009.73,Yes
CUST-00244,Male,0,Yes,No,44,Yes,No,DSL,One year,No,Electronic check,22.96,1006.1,No
CUST-00245,Male,0,No,No,59,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),43.71,2579.76,No
CUST-00246,Female,0,No,No,11,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,64.5,642.29,Yes
CUST-00247,Male,0,No,Yes,31,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),40.7,1204.01,No
CUST-00248,Male,0,Yes,Yes,12,Yes,Yes,No,Two year,Yes,Electronic check,92.39,1066.42,No
CUST-00249,Male,1,Yes,No,30,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.92,3242.62,Yes
CUST-00250,Male,1,Yes,No,19,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),60.38,1141.82,No
CUST-00251,Female,0,No,No,17,Yes,No,DSL,Month-to-month,No,Mailed check,52.21,857.42,No
CUST-00252,Male,0,No,No,59,Yes,Yes,DSL,One year,No,Bank transfer (automatic),114.16,6751.34,No
CUST-00253,Female,0,No,Yes,62,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,62.49,3906.85,No
CUST-00254,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,66.9,363.59,No
CUST-00255,Male,0,Yes,No,31,No,No phone service,Fiber optic,One year,No,Electronic check,53.16,1627.45,No
CUST-00256,Male,0,No,No,42,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),108.95,4590.12,No
CUST-00257,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,74.9,126.66,Yes
CUST-00258,Female,0,Yes,No,59,Yes,No,No,Month-to-month,No,Electronic check,94.22,5581.26,Yes
CUST-00259,Female,1,Yes,Yes,22,Yes,Yes,No,Month-to-month,No,Mailed check,99.18,2274.91,Yes
CUST-00260,Male,0,Yes,No,30,Yes,No,DSL,Two year,No,Electronic check,52.18,1614.51,No
CUST-00261,Male,0,No,Yes,4,No,No phone service,No,Month-to-month,No,Bank transfer (automatic),61.37,331.4,Yes
CUST-00262,Female,0,Yes,No,33,Yes,Yes,No,One year,Yes,Electronic check,102.85,3269.43,No
CUST-00263,Male,1,Yes,No,9,Yes,No,DSL,Month-to-month,No,Credit card (automatic),54.33,493.8,Yes
CUST-00264,Male,1,Yes,No,1,Yes,No phone service,Fiber optic,Month-to-month,No,Bank transfer (automatic),97.39,81.19,Yes
CUST-00265,Male,0,Yes,Yes,10,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),112.1,1114.75,Yes
CUST-00266,Female,0,No,Yes,49,Yes,No,No,Two year,Yes,Bank transfer (automatic),80.32,3895.43,No
CUST-00267,Female,0,No,No,30,Yes,Yes,No,One year,Yes,Mailed check,92.16,2784.61,No
CUST-00268,Female,0,Yes,No,55,Yes,No,DSL,Two year,Yes,Credit card (automatic),98.51,5327.63,No
CUST-00269,Male,1,Yes,No,8,Yes,No,Fiber optic,Month-to-month,No,Electronic check,102.5,840.17,Yes
CUST-00270,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,One year,No,Mailed check,57.51,1111.61,No
CUST-00271,Female,0,Yes,No,27,Yes,No phone service,Fiber optic,One year,Yes,Electronic check,23.13,599.49,No
CUST-00272,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),58.19,3571.52,No
CUST-00273,Female,1,Yes,No,6,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.38,516.22,Yes
CUST-00274,Female,1,No,Yes,15,Yes,No,Fiber optic,Two year,Yes,Electronic check,63.04,998.3,No
CUST-00275,Male,0,Yes,No,3,No,No phone service,No,Two year,Yes,Electronic check,92.9,230.22,Yes
CUST-00276,Female,0,No,Yes,3,Yes,Yes,No,One year,Yes,Mailed check,53.7,157.06,No
CUST-00277,Male,0,No,Yes,39,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,81.47,3221.77,Yes
CUST-00278,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),36.64,604.3,Yes
CUST-00279,Male,0,No,Yes,51,No,No phone service,Fiber optic,Two year,Yes,Credit card (automatic),92.94,4761.22,No
CUST-00280,Female,1,No,No,51,Yes,No,DSL,Month-to-month,Yes,Electronic check,72.57,3756.47,No
CUST-00281,Female,0,No,No,35,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),38.41,1324.04,No
CUST-00282,Female,1,No,No,37,Yes,Yes,DSL,One year,Yes,Electronic check,47.19,1715.19,No
CUST-00283,Female,1,No,No,49,No,No phone service,Fiber optic,One year,Yes,Mailed check,92.86,4578.94,No
CUST-00284,Male,0,No,Yes,62,Yes,Yes,DSL,Two year,No,Credit card (automatic),66.26,4100.65,No
CUST-00285,Female,0,Yes,No,62,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),39.6,2511.31,No
CUST-00286,Male,1,No,No,61,Yes,No,DSL,Month-to-month,Yes,Electronic check,114.73,7017.02,Yes
CUST-00287,Male,1,No,Yes,6,Yes,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),89.51,505.89,Yes
CUST-00288,Male,0,No,No,26,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),113.71,2973.38,Yes
CUST-00289,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,60.71,744.1,Yes
CUST-00290,Female,0,No,Yes,70,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,65.51,4633.05,No
CUST-00291,Male,1,Yes,No,4,Yes,No,DSL,Two year,No,Credit card (automatic),107.8,361.34,Yes
CUST-00292,Male,0,No,Yes,54,Yes,No,DSL,Two year,No,Credit card (automatic),70.5,3868.1,No
CUST-00293,Male,0,Yes,No,1,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),88.73,104.77,Yes
CUST-00294,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),43.22,2628.19,No
CUST-00295,Female,0,No,No,20,Yes,Yes,No,Two year,No,Credit card (automatic),62.67,1291.57,No
CUST-00296,Female,0,No,Yes,20,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),30.34,632.37,No
CUST-00297,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),38.6,413.92,Yes
CUST-00298,Male,0,No,Yes,57,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,18.09,1097.18,No
CUST-00299,Male,0,Yes,No,38,Yes,No,DSL,One year,Yes,Bank transfer (automatic),21.93,850.95,No
CUST-00300,Female,0,Yes,No,4,Yes,No,Fiber optic,Month-to-month,No,Electronic check,115.73,419.33,Yes
CUST-00301,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Two year,Yes,Mailed check,42.24,2676.28,No
CUST-00302,Male,1,Yes,No,12,No,No phone service,DSL,Month-to-month,Yes,Mailed check,84.33,1008.38,Yes
CUST-00303,Male,0,Yes,Yes,52,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),101.91,5353.41,Yes
CUST-00304,Female,0,No,No,44,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,73.07,3192.26,Yes
CUST-00305,Female,1,Yes,No,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),33.31,1013.96,No
CUST-00306,Male,0,Yes,No,35,Yes,No phone service,DSL,One year,Yes,Bank transfer (automatic),90.81,3270.77,No
CUST-00307,Female,0,No,No,59,Yes,No,No,One year,No,Electronic check,78.03,4598.56,No
CUST-00308,Female,0,Yes,No,10,Yes,No phone service,Fiber optic,One year,No,Bank transfer (automatic),91.13,879.56,Yes
CUST-00309,Female,0,No,No,62,Yes,Yes,Fiber optic,One year,Yes,Mailed check,94.97,5926.97,No
CUST-00310,Female,0,No,No,20,Yes,Yes,Fiber optic,Two year,No,Credit card (automatic),115.54,2307.99,No
CUST-00311,Female,0,No,Yes,51,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),75.36,3773.88,No
CUST-00312,Male,0,Yes,No,54,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),52.16,2868.69,No
CUST-00313,Female,0,Yes,No,25,No,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,82.85,2033.9,Yes
CUST-00314,Male,0,Yes,No,67,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,24.84,1666.46,No
CUST-00315,Male,0,No,No,33,Yes,No,DSL,Month-to-month,No,Mailed check,107.74,3552.01,Yes
CUST-00316,Female,0,Yes,No,51,Yes,No,Fiber optic,One year,Yes,Electronic check,29.94,1538.45,No
CUST-00317,Male,0,No,No,51,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,50.78,2480.23,No
CUST-00318,Male,0,Yes,No,28,Yes,No,No,Month-to-month,Yes,Mailed check,99.57,2771.21,Yes
CUST-00319,Male,1,No,Yes,37,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),77.73,2932.25,No
CUST-00320,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),57.36,2415.03,No
CUST-00321,Female,0,Yes,Yes,20,No,No phone service,DSL,Two year,Yes,Mailed check,65.34,1257.24,No
CUST-00322,Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),103.45,4287.48,Yes
CUST-00323,Female,0,No,No,12,Yes,Yes,DSL,One year,Yes,Mailed check,52.0,585.93,No
CUST-00324,Female,0,No,Yes,63,Yes,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),104.96,6593.75,Yes
CUST-00325,Female,1,Yes,No,16,Yes,Yes,DSL,Month-to-month,No,Mailed check,26.81,412.86,No
CUST-00326,Female,1,Yes,No,8,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),95.68,770.88,Yes
CUST-00327,Male,0,No,Yes,40,Yes,No,DSL,Month-to-month,Yes,Mailed check,102.75,4160.07,Yes
CUST-00328,Male,1,No,No,0,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),36.18,13.23,Yes
CUST-00329,Female,0,No,No,1,Yes,Yes,No,Two year,Yes,Mailed check,61.03,54.72,No
CUST-00330,Female,0,Yes,No,59,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),34.55,2086.82,No
CUST-00331,Male,0,No,No,47,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),88.66,4126.89,No
CUST-00332,Male,1,Yes,No,28,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,71.53,1998.98,No
CUST-00333,Female,0,No,Yes,9,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),81.53,783.56,Yes
CUST-00334,Male,0,Yes,No,57,Yes,Yes,No,Month-to-month,No,Mailed check,37.65,2172.52,No
CUST-00335,Female,0,No,No,59,Yes,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),39.17,2287.71,No
CUST-00336,Female,0,No,No,20,Yes,No,Fiber optic,One year,No,Credit card (automatic),22.15,367.35,No
CUST-00337,Male,0,No,Yes,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),50.21,1371.21,Yes
CUST-00338,Male,0,No,No,33,Yes,No,Fiber optic,Month-to-month,No,Mailed check,73.97,2362.08,Yes
CUST-00339,Female,0,No,Yes,7,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),103.79,715.9,Yes
CUST-00340,Female,0,Yes,Yes,58,Yes,Yes,DSL,Month-to-month,No,Mailed check,84.69,4970.97,Yes
CUST-00341,Male,0,No,Yes,71,Yes,Yes,DSL,Two year,No,Credit card (automatic),61.54,4399.18,No
CUST-00342,Female,0,No,No,48,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),113.31,5337.7,Yes
CUST-00343,Male,0,No,No,16,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),89.92,1448.74,No
CUST-00344,Female,0,Yes,No,59,No,No phone service,No,One year,No,Electronic check,111.02,6534.22,No
CUST-00345,Male,1,No,No,44,Yes,No,No,Two year,Yes,Credit card (automatic),70.76,3049.75,No
CUST-00346,Male,0,Yes,No,68,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),43.89,3001.27,No
CUST-00347,Male,0,No,No,31,Yes,Yes,Fiber optic,One year,Yes,Electronic check,23.28,697.09,No
CUST-00348,Female,0,No,No,43,Yes,No,DSL,One year,Yes,Credit card (automatic),90.61,3871.95,No
CUST-00349,Female,0,Yes,No,64,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),30.13,1934.52,No
CUST-00350,Male,0,No,Yes,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),48.28,306.67,Yes
CUST-00351,Female,0,Yes,No,71,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),71.25,5063.54,No
CUST-00352,Male,0,Yes,No,42,Yes,No phone service,No,Month-to-month,Yes,Mailed check,74.44,3096.81,No
CUST-00353,Male,0,No,No,0,Yes,No,No,Two year,Yes,Electronic check,78.06,0.0,No
CUST-00354,Female,0,Yes,No,50,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),34.63,1781.15,No
CUST-00355,Female,0,No,No,23,Yes,Yes,DSL,Month-to-month,No,Mailed check,55.97,1342.04,No
CUST-00356,Male,0,No,No,23,No,No phone service,Fiber optic,One year,No,Credit card (automatic),79.72,1748.13,No
CUST-00357,Female,0,Yes,No,16,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.98,1877.03,Yes
CUST-00358,Female,0,Yes,No,4,Yes,No phone service,No,Month-to-month,Yes,Mailed check,90.76,432.97,Yes
CUST-00359,Male,0,Yes,Yes,19,Yes,No phone service,DSL,Two year,No,Bank transfer (automatic),110.26,2172.81,No
CUST-00360,Male,0,Yes,No,20,Yes,No,DSL,Month-to-month,Yes,Electronic check,94.22,1910.42,Yes
CUST-00361,Female,0,No,No,57,Yes,No phone service,No,Month-to-month,Yes,Electronic check,77.17,4345.82,No
CUST-00362,Male,0,No,Yes,30,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),37.2,1147.5,No
CUST-00363,Male,0,Yes,No,10,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),84.67,803.24,Yes
CUST-00364,Female,0,No,No,51,Yes,No,No,Month-to-month,Yes,Mailed check,80.34,4080.19,Yes
CUST-00365,Male,1,No,No,14,Yes,No,DSL,One year,Yes,Credit card (automatic),78.25,1114.65,No
CUST-00366,Male,1,No,Yes,6,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),66.98,361.64,Yes
CUST-00367,Female,0,No,No,27,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),70.87,1856.17,No
CUST-00368,Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,51.44,2595.29,No
CUST-00369,Male,0,Yes,Yes,57,Yes,Yes,No,One year,No,Credit card (automatic),69.93,4079.37,No
CUST-00370,Male,0,No,Yes,4,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),37.76,213.2,Yes
CUST-00371,Female,0,Yes,No,4,Yes,No phone service,No,Two year,No,Credit card (automatic),98.52,429.44,No
CUST-00372,Female,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Two year,No,Bank transfer (automatic),36.58,305.02,No
CUST-00373,Female,0,Yes,No,63,Yes,No phone service,DSL,Two year,Yes,Mailed check,26.5,1701.39,No
CUST-00374,Female,0,No,No,9,No,No phone service,DSL,Month-to-month,No,Electronic check,61.62,577.08,Yes
CUST-00375,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Two year,Yes,Bank transfer (automatic),83.83,3146.64,No
CUST-00376,Female,0,No,No,7,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,61.77,363.97,Yes
CUST-00377,Female,0,Yes,No,24,Yes,Yes,DSL,Month-to-month,No,Electronic check,45.68,1106.29,No
CUST-00378,Male,0,No,No,65,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),73.82,4794.25,No
CUST-00379,Female,0,No,No,49,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),52.7,2586.25,Yes
CUST-00380,Male,0,Yes,No,66,Yes,Yes,Fiber optic,One year,Yes,Mailed check,111.29,7322.07,No
CUST-00381,Female,0,No,Yes,48,Yes,No,Fiber optic,Month-to-month,No,Mailed check,110.26,5318.5,Yes
CUST-00382,Female,1,No,No,35,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),68.24,2347.5,Yes
CUST-00383,Female,0,Yes,No,67,Yes,Yes,DSL,One year,No,Electronic check,50.79,3376.24,No
CUST-00384,Male,0,Yes,Yes,40,No,No phone service,DSL,Month-to-month,No,Mailed check,91.71,3635.71,Yes
CUST-00385,Male,0,Yes,No,61,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),21.67,1365.07,No
CUST-00386,Female,0,No,No,9,Yes,No,Fiber optic,Month-to-month,No,Mailed check,65.48,588.73,Yes
CUST-00387,Male,0,No,No,20,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),51.63,1009.56,No
CUST-00388,Male,0,No,Yes,35,Yes,Yes,No,Two year,Yes,Mailed check,110.05,3833.08,No
CUST-00389,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,19.2,211.39,Yes
CUST-00390,Male,0,Yes,No,1,No,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,73.28,154.39,Yes
CUST-00391,Male,0,No,Yes,12,Yes,Yes,DSL,Month-to-month,No,Electronic check,92.07,1043.01,Yes
CUST-00392,Male,0,No,Yes,52,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),66.5,3491.78,No
CUST-00393,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,26.54,846.33,Yes
CUST-00394,Female,0,Yes,No,15,Yes,Yes,No,Month-to-month,No,Mailed check,115.25,1684.6,Yes
CUST-00395,Male,0,Yes,No,31,No,No phone service,Fiber optic,Month-to-month,No,Credit card (automatic),69.8,2237.14,Yes
CUST-00396,Female,1,Yes,No,31,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.42,2488.98,No
CUST-00397,Female,0,No,No,10,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,41.66,391.21,Yes
CUST-00398,Female,0,Yes,Yes,9,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),66.35,504.18,No
CUST-00399,Female,0,No,No,14,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),60.91,864.2,Yes
CUST-00400,Male,0,No,No,16,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,25.49,405.6,Yes
CUST-00401,Female,0,No,Yes,39,Yes,No,Fiber optic,Two year,Yes,Mailed check,28.62,1064.64,No
CUST-00402,Female,0,Yes,Yes,17,Yes,Yes,DSL,Two year,Yes,Credit card (automatic),101.75,1677.57,No
CUST-00403,Male,0,Yes,Yes,54,Yes,Yes,DSL,Month-to-month,No,Bank transfer (automatic),41.98,2310.35,No
CUST-00404,Male,0,Yes,No,24,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.5,802.22,No
CUST-00405,Female,0,Yes,No,58,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,68.49,3988.13,No
CUST-00406,Female,0,No,No,21,Yes,No phone service,No,Two year,No,Electronic check,94.87,1982.9,No
CUST-00407,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,24.19,726.37,Yes
CUST-00408,Female,0,Yes,No,43,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),75.68,3239.52,No
CUST-00409,Female,0,No,No,31,Yes,Yes,Fiber optic,One year,Yes,Mailed check,29.92,942.18,No
CUST-00410,Female,0,Yes,No,50,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.65,1045.36,No
CUST-00411,Male,0,No,Yes,45,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,23.27,1044.69,Yes
CUST-00412,Female,1,No,Yes,20,Yes,No phone service,Fiber optic,Month-to-month,No,Mailed check,101.42,2052.85,Yes
CUST-00413,Female,0,No,Yes,31,Yes,No phone service,DSL,Month-to-month,No,Credit card (automatic),29.8,931.34,No
CUST-00414,Male,0,No,Yes,38,No,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),22.52,874.78,Yes
CUST-00415,Male,0,No,No,11,Yes,Yes,Fiber optic,One year,Yes,Mailed check,61.79,633.29,No
CUST-00416,Male,0,No,No,46,Yes,No,DSL,Two year,No,Bank transfer (automatic),102.4,4680.87,No
CUST-00417,Male,0,No,Yes,17,Yes,Yes,DSL,One year,Yes,Credit card (automatic),44.24,723.41,No
CUST-00418,Female,0,No,Yes,20,Yes,No,DSL,One year,No,Bank transfer (automatic),60.17,1189.58,No
CUST-00419,Female,0,Yes,No,12,Yes,Yes,DSL,Month-to-month,No,Credit card (automatic),21.99,331.81,No
CUST-00420,Female,0,Yes,No,20,Yes,No,DSL,Month-to-month,No,Credit card (automatic),62.91,1240.49,No
CUST-00421,Female,0,Yes,No,7,No,No phone service,Fiber optic,Month-to-month,No,Credit card (automatic),75.76,473.14,Yes
CUST-00422,Female,1,Yes,No,45,Yes,Yes,No,One year,Yes,Mailed check,75.09,3406.13,No
CUST-00423,Female,0,No,Yes,6,Yes,No phone service,Fiber optic,Two year,No,Bank transfer (automatic),51.24,374.77,No
CUST-00424,Male,0,Yes,Yes,22,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),49.55,1027.04,No
CUST-00425,Female,0,No,No,21,Yes,No,DSL,Month-to-month,No,Electronic check,28.66,700.5,No
CUST-00426,Male,1,Yes,No,21,No,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,54.68,1169.04,Yes
CUST-00427,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,One year,No,Electronic check,27.95,834.29,No
CUST-00428,Female,0,Yes,No,12,Yes,Yes,No,Month-to-month,Yes,Electronic check,94.66,1209.27,Yes
CUST-00429,Male,1,No,No,1,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.63,163.26,Yes
CUST-00430,Female,1,Yes,No,28,Yes,No,No,Two year,Yes,Credit card (automatic),115.01,3214.75,No
CUST-00431,Male,0,No,No,51,Yes,Yes,DSL,One year,No,Credit card (automatic),104.51,5390.89,No
CUST-00432,Female,0,No,No,26,Yes,No phone service,Fiber optic,Month-to-month,No,Mailed check,78.08,2042.81,No
CUST-00433,Male,0,Yes,No,49,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),88.09,4370.93,Yes
CUST-00434,Female,0,Yes,No,22,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.52,1083.43,No
CUST-00435,Female,1,Yes,Yes,43,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),81.08,3431.9,Yes
CUST-00436,Female,0,No,Yes,21,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),63.56,1374.48,No
CUST-00437,Female,0,Yes,No,42,Yes,No,DSL,One year,Yes,Mailed check,66.2,2771.31,No
CUST-00438,Female,0,No,No,36,Yes,Yes,DSL,One year,Yes,Electronic check,93.78,3382.99,No
CUST-00439,Male,0,No,Yes,60,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),46.19,2777.75,No
CUST-00440,Male,0,Yes,No,55,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),49.8,2743.35,No
CUST-00441,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),110.46,297.1,Yes
CUST-00442,Female,0,No,Yes,62,Yes,No,DSL,Month-to-month,Yes,Electronic check,23.62,1396.12,No
CUST-00443,Male,0,No,No,18,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),66.56,1111.96,No
CUST-00444,Female,0,No,No,22,Yes,No,No,Month-to-month,Yes,Credit card (automatic),109.28,2307.5,Yes
CUST-00445,Female,0,Yes,No,28,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,79.04,2266.58,Yes
CUST-00446,Male,0,No,Yes,29,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),72.64,2067.89,Yes
CUST-00447,Male,0,Yes,No,38,Yes,Yes,DSL,Two year,No,Credit card (automatic),42.97,1639.47,No
CUST-00448,Female,0,No,No,24,Yes,No,DSL,One year,Yes,Bank transfer (automatic),52.33,1250.18,No
CUST-00449,Male,0,No,No,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,103.2,678.08,Yes
CUST-00450,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),73.92,4256.01,Yes
CUST-00451,Female,0,No,No,15,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),69.47,1035.68,No
CUST-00452,Female,0,Yes,No,71,No,No phone service,DSL,Two year,Yes,Mailed check,27.96,1973.27,No
CUST-00453,Female,0,Yes,No,0,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,19.6,11.64,Yes
CUST-00454,Female,0,No,No,4,Yes,Yes,DSL,Two year,No,Electronic check,114.37,493.52,Yes
CUST-00455,Male,0,Yes,Yes,2,Yes,No phone service,No,Two year,Yes,Mailed check,55.7,63.45,No
CUST-00456,Male,1,Yes,No,64,Yes,No,DSL,Two year,No,Bank transfer (automatic),78.32,5056.13,No
CUST-00457,Female,0,No,No,3,Yes,Yes,Fiber optic,One year,Yes,Credit card (automatic),25.97,150.4,No
CUST-00458,Female,0,Yes,No,63,Yes,No,DSL,One year,Yes,Electronic check,86.31,5366.22,No
CUST-00459,Male,0,Yes,Yes,9,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,111.26,1015.25,Yes
CUST-00460,Male,0,Yes,No,20,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),75.57,1496.15,No
CUST-00461,Female,0,No,No,45,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.61,1412.41,No
